MinCut number | Number of graphs
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               1
           31 |               3
           32 |               3
           33 |               7
           34 |              10
           35 |              17
           36 |              19
           37 |              27
           38 |              35
           39 |              45
           40 |              41
           41 |              48
           42 |              65
           43 |              51
           44 |              75
           45 |              54
           46 |              62
           47 |              58
           48 |              47
           49 |              49
           50 |              44
           51 |              42
           52 |              33
           53 |              37
           54 |              15
           55 |              27
           56 |              17
           57 |              17
           58 |              10
           59 |               9
           60 |               7
           61 |               6
           62 |               6
           63 |               2
           64 |               2
           65 |               2
           66 |               2
           67 |               2
           68 |               0
           69 |               1
           70 |               0
           71 |               1
           72 |               0
           73 |               0
           74 |               0
           75 |               0
           76 |               0
           77 |               0
           78 |               0
           79 |               0
           80 |               1
           81 |               0
           82 |               0
           83 |               0
           84 |               0
           85 |               0
           86 |               0
           87 |               0
           88 |               0
           89 |               0
           90 |               0
           91 |               0
           92 |               0
           93 |               0
           94 |               0
           95 |               0
           96 |               0
           97 |               0
           98 |               0
           99 |               0
          100 |               0
          101 |               0
          102 |               0
          103 |               0
          104 |               0
          105 |               0
          106 |               0
          107 |               0
          108 |               0
          109 |               0
          110 |               0
          111 |               0
          112 |               0
          113 |               0
          114 |               0
          115 |               0
          116 |               0
          117 |               0
          118 |               0
          119 |               0
          120 |               0
          121 |               0
          122 |               0
          123 |               0
          124 |               0
          125 |               0
          126 |               0
          127 |               0
          128 |               0
          129 |               0
          130 |               0
          131 |               0
          132 |               0
          133 |               0
          134 |               0
          135 |               0
          136 |               0
          137 |               0
          138 |               0
          139 |               0
          140 |               0
          141 |               0
          142 |               0
          143 |               0
          144 |               0
          145 |               0
          146 |               0
          147 |               0
          148 |               0
          149 |               0
          150 |               0
          151 |               0
          152 |               0
          153 |               0
          154 |               0
          155 |               0
          156 |               0
          157 |               0
          158 |               0
          159 |               0
          160 |               0
          161 |               0
          162 |               0
          163 |               0
          164 |               0
          165 |               0
          166 |               0
          167 |               0
          168 |               0
          169 |               0
          170 |               0
          171 |               0
          172 |               0
          173 |               0
          174 |               0
          175 |               0
          176 |               0
          177 |               0
          178 |               0
          179 |               0
          180 |               0
          181 |               0
          182 |               0
          183 |               0
          184 |               0
          185 |               0
          186 |               0
          187 |               0
          188 |               0
          189 |               0
          190 |               0
